 TANGGAL	MEMBER CODE	SERI SURAT BERHARGA	AIDNO	NAMA NASABAH	CUSTODY CODE	INVESTOR TYPE	STATUS REKENING	POSISI REKENING	NOMINAL
19/12/2019	SRBNINIDJA	FR0075	DP-PP	DP Pmb.Perumahan	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	FR0075	DP-SUMBAR	DANA PENSIUN BPD SUMATERA BARAT	CR	PF	AC	+	45000000000
19/12/2019	SRBNINIDJA	FR0075	DP.AEROWIS	DP.AEROWISATA	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	FR0075	DP.ASDP	DANA PENSIUN ASDP	CR	PF	AC	+	3000000000
19/12/2019	SRBNINIDJA	FR0075	DP.BAPTIS	DP Baptis	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0075	DP.LIALIA	DP. LIA	CR	PF	AC	+	18280000000
19/12/2019	SRBNINIDJA	FR0075	DPBANKDKI	DP BANK DKI	CR	PF	AC	+	40000000000
19/12/2019	SRBNINIDJA	FR0075	DPJASINDO	DP Jasindo	CR	PF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0075	DPLK-BNI	DPLK Bank BNI	CR	PF	AC	+	50120000000
19/12/2019	SRBNINIDJA	FR0075	DPPINDAD	DP PINDAD	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0075	JT-LUHUR	DP. JASA TIRTA II	CR	PF	AC	+	7000000000
19/12/2019	SRBNINIDJA	FR0075	SINT-CARO	DP. Sint Carolus	CR	PF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0075	YDP-KIMIA	DANA PENSIUN KIMIA FARMA	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0076	2200036838	PT CITRA INTERNASIONAL UNDERWRITERS	CR	CP	AC	+	1000000000
19/12/2019	SRBNINIDJA	FR0076	PERUM-SPU	PERUM JAMKRINDO	CR	CP	AC	+	26055000000
19/12/2019	SRBNINIDJA	FR0076	1100036913	DP. UNMUH MALANG	CR	PF	AC	+	3000000000
19/12/2019	SRBNINIDJA	FR0076	120186830001	DANA PENSIUN PEGAWAI BANK BPR JATIM	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	FR0076	140191830001	DP. HARAPAN SEJAHTERA	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	FR0076	180227230001	KPD MANULIFE S/A DP FREEPORT INDO	CR	PF	AC	+	59000000000
19/12/2019	SRBNINIDJA	FR0076	BPD-JATIM	DP. BPD Jatim	CR	PF	AC	+	15000000000
19/12/2019	SRBNINIDJA	FR0076	DP-BKI	Dana Pensiun Biro Klasifika Indonesia	CR	PF	AC	+	4000000000
19/12/2019	SRBNINIDJA	FR0076	DP-BSULSEL	DP. BPD SULSEL	CR	PF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0076	DP-SUMBAR	DANA PENSIUN BPD SUMATERA BARAT	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0076	SINT-CARO	DP. Sint Carolus	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	FR0076	YDP-KIMIA	DANA PENSIUN KIMIA FARMA	CR	PF	AC	+	11000000000
19/12/2019	SRBNINIDJA	FR0077	PERUM-SPU	PERUM JAMKRINDO	CR	CP	AC	+	64608000000
19/12/2019	SRBNINIDJA	FR0077	120179660003	PT-JASINDO 2	CR	IS	AC	+	4000000000
19/12/2019	SRBNINIDJA	FR0077	PT-TRIPA	PT. ASURANSI TRIPAKARTA	CR	IS	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0077	140194820001	REKSA DANA INSIGHT SUPPORT (I-SUPPORT)	CR	MF	AC	+	3500000000
19/12/2019	SRBNINIDJA	FR0077	150198230001	REKSA DANA INSIGHT FELLOWSHIP	CR	MF	AC	+	8000000000
19/12/2019	SRBNINIDJA	FR0077	150198420001	REKSA DANA INSIGHT INSPIRASI	CR	MF	AC	+	1650000000
19/12/2019	SRBNINIDJA	FR0077	150198830001	REKSA DANA INSIGHT COMMUNITY DEVELOPMENT 2	CR	MF	AC	+	10925000000
19/12/2019	SRBNINIDJA	FR0077	150200840001	REKSA DANA INSIGHT GREEN (I-GREEN)	CR	MF	AC	+	2000000000
19/12/2019	SRBNINIDJA	FR0077	160205430001	REKSA DANA INSIGHT LIFE (I-LIFE)	CR	MF	AC	+	4600000000
19/12/2019	SRBNINIDJA	FR0077	17021343001	REKSA DANA PREMIER ETF INDONESIA SOVEREIGN BONDS	CR	MF	AC	+	7000000000
19/12/2019	SRBNINIDJA	FR0077	170215840001	REKSA DANA INSIGHT CREATE BALANCED FUND (I-CREATE)	CR	MF	AC	+	1500000000
19/12/2019	SRBNINIDJA	FR0077	170217230001	REKSADANA INSIGHT HEALTH FIXED INCOME FUND (I-HEALTH)	CR	MF	AC	+	2500000000
19/12/2019	SRBNINIDJA	FR0077	170218230001	REKSA DANA MAM BALANCED FUND	CR	MF	AC	+	2000000000
19/12/2019	SRBNINIDJA	FR0077	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	2083551000000
19/12/2019	SRBNINIDJA	FR0077	180227230001	KPD MANULIFE S/A DP FREEPORT INDO	CR	PF	AC	+	12739000000
19/12/2019	SRBNINIDJA	FR0077	DP-JAYA	DP PEMBANGUNAN JAYA	CR	PF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0077	DP.OTSUKA	DP PT OTSUKA INDONESIA	CR	PF	AC	+	1718000000
19/12/2019	SRBNINIDJA	FR0077	DPLK-BNI	DPLK Bank BNI	CR	PF	AC	+	24457000000
19/12/2019	SRBNINIDJA	FR0078	PT.BEI	PT BURSA EFEK INDONESIA	CR	CP	AC	+	4242000000
19/12/2019	SRBNINIDJA	FR0078	PT-TRIPA	PT. ASURANSI TRIPAKARTA	CR	IS	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0078	140194630001	REKSA DANA INSIGHT TUNAS BANGSA (I-NEXT G)	CR	MF	AC	+	21467000000
19/12/2019	SRBNINIDJA	FR0078	140194820001	REKSA DANA INSIGHT SUPPORT (I-SUPPORT)	CR	MF	AC	+	3000000000
19/12/2019	SRBNINIDJA	FR0078	150198230001	REKSA DANA INSIGHT FELLOWSHIP	CR	MF	AC	+	2450000000
19/12/2019	SRBNINIDJA	FR0078	150198240001	REKSA DANA INSIGHT PLAN (I-PLAN)	CR	MF	AC	+	3500000000
19/12/2019	SRBNINIDJA	FR0078	150200840001	REKSA DANA INSIGHT GREEN (I-GREEN)	CR	MF	AC	+	3500000000
19/12/2019	SRBNINIDJA	FR0078	150201430001	REKSA DANA MAYBANK DANA BERIMBANG	CR	MF	AC	+	1500000000
19/12/2019	SRBNINIDJA	FR0078	160205430001	REKSA DANA INSIGHT LIFE (I-LIFE)	CR	MF	AC	+	3200000000
19/12/2019	SRBNINIDJA	FR0078	17021343001	REKSA DANA PREMIER ETF INDONESIA SOVEREIGN BONDS	CR	MF	AC	+	7000000000
19/12/2019	SRBNINIDJA	FR0078	170217230001	REKSADANA INSIGHT HEALTH FIXED INCOME FUND (I-HEALTH)	CR	MF	AC	+	6000000000
19/12/2019	SRBNINIDJA	FR0078	170217820001	REKSADANA PRATAMA DANA CAMPURAN	CR	MF	AC	+	1000000000
19/12/2019	SRBNINIDJA	FR0078	170218230001	REKSA DANA MAM BALANCED FUND	CR	MF	AC	+	7500000000
19/12/2019	SRBNINIDJA	FR0078	170218430001	REKSA DANA INSIGHT GENERATE BALANCED FUND 2 (I-GENERATE 2)	CR	MF	AC	+	1500000000
19/12/2019	SRBNINIDJA	FR0078	180225640001	REKSA DANA INSIGHT INDONESIA FIXED INCOME FUND (I-INDONESIA)	CR	MF	AC	+	2500000000
19/12/2019	SRBNINIDJA	FR0078	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	721571000000
19/12/2019	SRBNINIDJA	FR0078	1100036898	DANA PENSIUN GEREJA KRISTEN JAWI WETAN	CR	PF	AC	+	100000000
19/12/2019	SRBNINIDJA	FR0078	140192230001	KPD SCHRODERS S/A DP FREEPORT	CR	PF	AC	+	90000000000
19/12/2019	SRBNINIDJA	FR0078	DP-BSULSEL	DP. BPD SULSEL	CR	PF	AC	+	6000000000
19/12/2019	SRBNINIDJA	FR0078	DP-JAYA	DP PEMBANGUNAN JAYA	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0078	DP-SUMBAR	DANA PENSIUN BPD SUMATERA BARAT	CR	PF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0078	DP.BAPTIS	DP Baptis	CR	PF	AC	+	500000000
19/12/2019	SRBNINIDJA	FR0078	DPLK-BNI	DPLK Bank BNI	CR	PF	AC	+	456856000000
19/12/2019	SRBNINIDJA	FR0079	1100036851	PT. ASURANSI JIWASRAYA	CR	IS	AC	+	25000000000
19/12/2019	SRBNINIDJA	FR0079	140194630001	REKSA DANA INSIGHT TUNAS BANGSA (I-NEXT G)	CR	MF	AC	+	16000000000
19/12/2019	SRBNINIDJA	FR0079	140194820001	REKSA DANA INSIGHT SUPPORT (I-SUPPORT)	CR	MF	AC	+	2000000000
19/12/2019	SRBNINIDJA	FR0079	150198230001	REKSA DANA INSIGHT FELLOWSHIP	CR	MF	AC	+	500000000
19/12/2019	SRBNINIDJA	FR0079	150198240001	REKSA DANA INSIGHT PLAN (I-PLAN)	CR	MF	AC	+	500000000
19/12/2019	SRBNINIDJA	FR0079	150198420001	REKSA DANA INSIGHT INSPIRASI	CR	MF	AC	+	3700000000
19/12/2019	SRBNINIDJA	FR0079	150198830001	REKSA DANA INSIGHT COMMUNITY DEVELOPMENT 2	CR	MF	AC	+	1900000000
19/12/2019	SRBNINIDJA	FR0079	150200840001	REKSA DANA INSIGHT GREEN (I-GREEN)	CR	MF	AC	+	3000000000
19/12/2019	SRBNINIDJA	FR0079	160205430001	REKSA DANA INSIGHT LIFE (I-LIFE)	CR	MF	AC	+	3500000000
19/12/2019	SRBNINIDJA	FR0079	17021343001	REKSA DANA PREMIER ETF INDONESIA SOVEREIGN BONDS	CR	MF	AC	+	7000000000
19/12/2019	SRBNINIDJA	FR0079	170221830001	REKSA DANA INSIGHT BHINNEKA BALANCED FUND (I-BHINNEKA)	CR	MF	AC	+	6000000000
19/12/2019	SRBNINIDJA	FR0079	180229030001	RD INSIGHT TUNAS BANGSA BALANCED FUND 2 (I-NEXT G 2)	CR	MF	AC	+	69500000000
19/12/2019	SRBNINIDJA	FR0079	1100036898	DANA PENSIUN GEREJA KRISTEN JAWI WETAN	CR	PF	AC	+	200000000
19/12/2019	SRBNINIDJA	FR0079	180227230001	KPD MANULIFE S/A DP FREEPORT INDO	CR	PF	AC	+	18000000000
19/12/2019	SRBNINIDJA	FR0079	BPD-JATIM	DP. BPD Jatim	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0079	DP-BSULSEL	DP. BPD SULSEL	CR	PF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0079	DP.ASDP	DANA PENSIUN ASDP	CR	PF	AC	+	1968000000
19/12/2019	SRBNINIDJA	FR0079	DPLK-BNI	DPLK Bank BNI	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0079	DPSWADHAR	DANA PENSIUN SWADHARMA INDOTAMA FINANCE	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	FR0079	TEL-DP	DP. Telkom	CR	PF	AC	+	106000000000
19/12/2019	SRBNINIDJA	FR0080	PT.BEI	PT BURSA EFEK INDONESIA	CR	CP	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0080	YKK-PP	YKK PEMBANGUNAN PERUMAHAN	CR	FD	AC	+	1000000000
19/12/2019	SRBNINIDJA	FR0080	PT-TRIPA	PT. ASURANSI TRIPAKARTA	CR	IS	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0080	140194630001	REKSA DANA INSIGHT TUNAS BANGSA (I-NEXT G)	CR	MF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0080	180229030001	RD INSIGHT TUNAS BANGSA BALANCED FUND 2 (I-NEXT G 2)	CR	MF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0080	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	279370000000
19/12/2019	SRBNINIDJA	FR0080	120182680001	DP. BTN II	CR	PF	AC	+	26370000000
19/12/2019	SRBNINIDJA	FR0080	140192230001	KPD SCHRODERS S/A DP FREEPORT	CR	PF	AC	+	98000000000
19/12/2019	SRBNINIDJA	FR0080	DP-PGI	DP. PGI	CR	PF	AC	+	4000000000
19/12/2019	SRBNINIDJA	FR0080	DP.AEROWIS	DP.AEROWISATA	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	FR0080	DPPINDAD	DP PINDAD	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0080	YDP-KIMIA	DANA PENSIUN KIMIA FARMA	CR	PF	AC	+	6000000000
19/12/2019	SRBNINIDJA	FR0081	PT.BEI	PT BURSA EFEK INDONESIA	CR	CP	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0081	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	1895896000000
19/12/2019	SRBNINIDJA	FR0081	140192230001	KPD SCHRODERS S/A DP FREEPORT	CR	PF	AC	+	150000000000
19/12/2019	SRBNINIDJA	FR0081	180227230001	KPD MANULIFE S/A DP FREEPORT INDO	CR	PF	AC	+	30000000000
19/12/2019	SRBNINIDJA	FR0082	PERUM-SPU	PERUM JAMKRINDO	CR	CP	AC	+	25000000000
19/12/2019	SRBNINIDJA	FR0082	PT.BEI	PT BURSA EFEK INDONESIA	CR	CP	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0082	PT-TRIPA	PT. ASURANSI TRIPAKARTA	CR	IS	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0082	140194630001	REKSA DANA INSIGHT TUNAS BANGSA (I-NEXT G)	CR	MF	AC	+	12000000000
19/12/2019	SRBNINIDJA	FR0082	140194820001	REKSA DANA INSIGHT SUPPORT (I-SUPPORT)	CR	MF	AC	+	2500000000
19/12/2019	SRBNINIDJA	FR0082	150198230001	REKSA DANA INSIGHT FELLOWSHIP	CR	MF	AC	+	2450000000
19/12/2019	SRBNINIDJA	FR0082	150198420001	REKSA DANA INSIGHT INSPIRASI	CR	MF	AC	+	12100000000
19/12/2019	SRBNINIDJA	FR0082	150198830001	REKSA DANA INSIGHT COMMUNITY DEVELOPMENT 2	CR	MF	AC	+	25825000000
19/12/2019	SRBNINIDJA	FR0082	150200840001	REKSA DANA INSIGHT GREEN (I-GREEN)	CR	MF	AC	+	4500000000
19/12/2019	SRBNINIDJA	FR0082	160205430001	REKSA DANA INSIGHT LIFE (I-LIFE)	CR	MF	AC	+	10100000000
19/12/2019	SRBNINIDJA	FR0082	170215830001	REKSA DANA INSIGHT GENERATE BALANCED FUND (I-GENERATE)	CR	MF	AC	+	20550000000
19/12/2019	SRBNINIDJA	FR0082	170215840001	REKSA DANA INSIGHT CREATE BALANCED FUND (I-CREATE)	CR	MF	AC	+	3400000000
19/12/2019	SRBNINIDJA	FR0082	170217230001	REKSADANA INSIGHT HEALTH FIXED INCOME FUND (I-HEALTH)	CR	MF	AC	+	15000000000
19/12/2019	SRBNINIDJA	FR0082	170217820001	REKSADANA PRATAMA DANA CAMPURAN	CR	MF	AC	+	24000000000
19/12/2019	SRBNINIDJA	FR0082	170218230001	REKSA DANA MAM BALANCED FUND	CR	MF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0082	170218430001	REKSA DANA INSIGHT GENERATE BALANCED FUND 2 (I-GENERATE 2)	CR	MF	AC	+	5000000000
19/12/2019	SRBNINIDJA	FR0082	170220630001	REKSA DANA VALBURY FIXED INCOME FUND I	CR	MF	AC	+	9000000000
19/12/2019	SRBNINIDJA	FR0082	180229030001	RD INSIGHT TUNAS BANGSA BALANCED FUND 2 (I-NEXT G 2)	CR	MF	AC	+	8000000000
19/12/2019	SRBNINIDJA	FR0082	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	1112856000000
19/12/2019	SRBNINIDJA	FR0082	120182680001	DP. BTN II	CR	PF	AC	+	17073000000
19/12/2019	SRBNINIDJA	FR0082	140192230001	KPD SCHRODERS S/A DP FREEPORT	CR	PF	AC	+	244000000000
19/12/2019	SRBNINIDJA	FR0082	DP-JABAR	DP BPD JABAR	CR	PF	AC	+	25000000000
19/12/2019	SRBNINIDJA	FR0082	DP.AEROWIS	DP.AEROWISATA	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	FR0082	YDP-KIMIA	DANA PENSIUN KIMIA FARMA	CR	PF	AC	+	11000000000
19/12/2019	SRBNINIDJA	FR0083	180229030001	RD INSIGHT TUNAS BANGSA BALANCED FUND 2 (I-NEXT G 2)	CR	MF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0083	180227230001	KPD MANULIFE S/A DP FREEPORT INDO	CR	PF	AC	+	12000000000
19/12/2019	SRBNINIDJA	FR0083	BPD-JATIM	DP. BPD Jatim	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	FR0083	DP-PGI	DP. PGI	CR	PF	AC	+	3000000000
19/12/2019	SRBNINIDJA	IFR0006	BNI-DP-A	DP BNI	CR	PF	AC	+	60000000000
19/12/2019	SRBNINIDJA	IFR0006	DP-BTN	DP. BTN	CR	PF	AC	+	5000000000
19/12/2019	SRBNINIDJA	IFR0006	TEL-DP	DP. Telkom	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	IFR0007	DP-POS	DP Pos Indonesia	CR	PF	AC	+	20000000000
19/12/2019	SRBNINIDJA	IFR0007	TEL-DP	DP. Telkom	CR	PF	AC	+	4816000000
19/12/2019	SRBNINIDJA	ORI014	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	67000000000
19/12/2019	SRBNINIDJA	ORI015	120179660003	PT-JASINDO 2	CR	IS	AC	+	10000000000
19/12/2019	SRBNINIDJA	ORI015	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	38747000000
19/12/2019	SRBNINIDJA	ORI015	190237230001	DANA PENSIUN EVEREADY INDONESIA	CR	PF	AC	+	7500000000
19/12/2019	SRBNINIDJA	ORI016	170220630001	REKSA DANA VALBURY FIXED INCOME FUND I	CR	MF	AC	+	1000000000
19/12/2019	SRBNINIDJA	PBS002	190235230001	REKSA DANA SYARIAH LAUTANDHANA SHARIA INCOME FUND	CR	MF	AC	+	5000000000
19/12/2019	SRBNINIDJA	PBS002	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	1529149000000
19/12/2019	SRBNINIDJA	PBS002	180228630001	DANA PENSIUN PELINDO PURNAKARYA	CR	PF	AC	+	30000000000
19/12/2019	SRBNINIDJA	PBS002	DPLK-BNI	DPLK Bank BNI	CR	PF	AC	+	77412000000
19/12/2019	SRBNINIDJA	PBS002	KAL-PRIM	DP KALTIM PRIMA COAL	CR	PF	AC	+	29928000000
19/12/2019	SRBNINIDJA	PBS003	BNI-DP-A	DP BNI	CR	PF	AC	+	20000000000
19/12/2019	SRBNINIDJA	PBS003	DPJASINDO	DP Jasindo	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	PBS003	DPLK-BNI	DPLK Bank BNI	CR	PF	AC	+	94000000000
19/12/2019	SRBNINIDJA	PBS004	PERUM-SPU	PERUM JAMKRINDO	CR	CP	AC	+	41190000000
19/12/2019	SRBNINIDJA	PBS004	YKP-BTN	YKP. BANK TABUNGAN NEGARA	CR	FD	AC	+	20000000000
19/12/2019	SRBNINIDJA	PBS004	170223630001	PT Asuransi Askrida Syariah	CR	IS	AC	+	2000000000
19/12/2019	SRBNINIDJA	PBS004	120186830001	DANA PENSIUN PEGAWAI BANK BPR JATIM	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	PBS004	140192820001	DP.BPD SULAWESI TENGAH	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	PBS004	BNI-DP-A	DP BNI	CR	PF	AC	+	74235000000
19/12/2019	SRBNINIDJA	PBS004	DP-BTN	DP. BTN	CR	PF	AC	+	29926000000
19/12/2019	SRBNINIDJA	PBS004	DP-PELNI	DP PT PELNI	CR	PF	AC	+	5000000000
19/12/2019	SRBNINIDJA	PBS004	DP-SAK	DANA PENSIUN UNIVERSITAS TRISAKTI	CR	PF	AC	+	2472000000
19/12/2019	SRBNINIDJA	PBS004	DP.AEROWIS	DP.AEROWISATA	CR	PF	AC	+	5000000000
19/12/2019	SRBNINIDJA	PBS004	DPJASINDO	DP Jasindo	CR	PF	AC	+	11000000000
19/12/2019	SRBNINIDJA	PBS005	PERUM-SPU	PERUM JAMKRINDO	CR	CP	AC	+	311000000000
19/12/2019	SRBNINIDJA	PBS005	140194630001	REKSA DANA INSIGHT TUNAS BANGSA (I-NEXT G)	CR	MF	AC	+	1100000000
19/12/2019	SRBNINIDJA	PBS005	120186830001	DANA PENSIUN PEGAWAI BANK BPR JATIM	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	PBS005	180227230001	KPD MANULIFE S/A DP FREEPORT INDO	CR	PF	AC	+	33500000000
19/12/2019	SRBNINIDJA	PBS005	DPJASINDO	DP Jasindo	CR	PF	AC	+	2673000000
19/12/2019	SRBNINIDJA	PBS005	TEL-DP	DP. Telkom	CR	PF	AC	+	593301000000
19/12/2019	SRBNINIDJA	PBS006	120179670003	PT ASURANSI JIWASRAYA (DANA JAMINAN)	CR	IS	AC	+	55000000000
19/12/2019	SRBNINIDJA	PBS006	120179670005	PT ASURANSI JIWASRAYA (JAMINAN BNI)	CR	IS	AC	+	27188000000
19/12/2019	SRBNINIDJA	PBS006	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	3795000000000
19/12/2019	SRBNINIDJA	PBS006	140192820001	DP.BPD SULAWESI TENGAH	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	PBS006	190234430001	DPLK BNI Paket Syariah	CR	PF	AC	+	30000000000
19/12/2019	SRBNINIDJA	PBS006	KAL-PRIM	DP KALTIM PRIMA COAL	CR	PF	AC	+	33000000000
19/12/2019	SRBNINIDJA	PBS011	190236030001	REKSA DANA TERPROTEKSI INSIGHT TERPROTEKSI 46	CR	MF	AC	+	50000000000
19/12/2019	SRBNINIDJA	PBS011	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	339434000000
19/12/2019	SRBNINIDJA	PBS011	1100036914	DANA PENSIUN BANK PAPUA	CR	PF	AC	+	24867000000
19/12/2019	SRBNINIDJA	PBS011	140192820001	DP.BPD SULAWESI TENGAH	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	PBS011	190234430001	DPLK BNI Paket Syariah	CR	PF	AC	+	21000000000
19/12/2019	SRBNINIDJA	PBS011	DP.AEROWIS	DP.AEROWISATA	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	PBS011	PERTANI	DANA PENSIUN PERTANI	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	PBS012	PERUM-SPU	PERUM JAMKRINDO	CR	CP	AC	+	67670000000
19/12/2019	SRBNINIDJA	PBS012	120179660003	PT-JASINDO 2	CR	IS	AC	+	5000000000
19/12/2019	SRBNINIDJA	PBS012	170223630001	PT Asuransi Askrida Syariah	CR	IS	AC	+	27000000000
19/12/2019	SRBNINIDJA	PBS012	140194820001	REKSA DANA INSIGHT SUPPORT (I-SUPPORT)	CR	MF	AC	+	500000000
19/12/2019	SRBNINIDJA	PBS012	150200840001	REKSA DANA INSIGHT GREEN (I-GREEN)	CR	MF	AC	+	1000000000
19/12/2019	SRBNINIDJA	PBS012	160208030001	REKSA DANA TERPROTEKSI ASANUSA SUPREME BOND INVESTMENT	CR	MF	AC	+	6800000000
19/12/2019	SRBNINIDJA	PBS012	170214630001	REKSA DANA TERPROTEKSI ASANUSA DYNAMIC PROTECTED FUND	CR	MF	AC	+	4000000000
19/12/2019	SRBNINIDJA	PBS012	170215830001	REKSA DANA INSIGHT GENERATE BALANCED FUND (I-GENERATE)	CR	MF	AC	+	1300000000
19/12/2019	SRBNINIDJA	PBS012	170222820002	RD SYARIAH MAJORIS SUKUK NEGARA IND	CR	MF	AC	+	4000000000
19/12/2019	SRBNINIDJA	PBS012	190235230001	REKSA DANA SYARIAH LAUTANDHANA SHARIA INCOME FUND	CR	MF	AC	+	5000000000
19/12/2019	SRBNINIDJA	PBS012	1100036914	DANA PENSIUN BANK PAPUA	CR	PF	AC	+	65536000000
19/12/2019	SRBNINIDJA	PBS012	170216630001	Dana Pensiun Gelora Senayan	CR	PF	AC	+	3000000000
19/12/2019	SRBNINIDJA	PBS012	190234430001	DPLK BNI Paket Syariah	CR	PF	AC	+	280000000000
19/12/2019	SRBNINIDJA	PBS012	BNI-DP-A	DP BNI	CR	PF	AC	+	9392000000
19/12/2019	SRBNINIDJA	PBS012	DP-PAL	DP. PT. PAL	CR	PF	AC	+	6301000000
19/12/2019	SRBNINIDJA	PBS012	DP-POS	DP Pos Indonesia	CR	PF	AC	+	40580000000
19/12/2019	SRBNINIDJA	PBS012	DP-SUMBAR	DANA PENSIUN BPD SUMATERA BARAT	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	PBS012	DP.ASDP	DANA PENSIUN ASDP	CR	PF	AC	+	2000000000
19/12/2019	SRBNINIDJA	PBS012	PERTANI	DANA PENSIUN PERTANI	CR	PF	AC	+	8000000000
19/12/2019	SRBNINIDJA	PBS012	TEL-DP	DP. Telkom	CR	PF	AC	+	165179000000
19/12/2019	SRBNINIDJA	PBS014	170223630001	PT Asuransi Askrida Syariah	CR	IS	AC	+	3000000000
19/12/2019	SRBNINIDJA	PBS014	170213040001	REKSA DANA LAUTANDHANA MAXIMA INCOME FUND	CR	MF	AC	+	5335000000
19/12/2019	SRBNINIDJA	PBS014	170220630001	REKSA DANA VALBURY FIXED INCOME FUND I	CR	MF	AC	+	9000000000
19/12/2019	SRBNINIDJA	PBS014	180229830001	REKSA DANA SYARIAH PAM SYARIAH CAMPURAN DANA DAQU	CR	MF	AC	+	1000000000
19/12/2019	SRBNINIDJA	PBS014	190235230001	REKSA DANA SYARIAH LAUTANDHANA SHARIA INCOME FUND	CR	MF	AC	+	900000000
19/12/2019	SRBNINIDJA	PBS014	LPS	LEMBAGA PENJAMIN SIMPANAN	CR	OT	AC	+	2472992000000
19/12/2019	SRBNINIDJA	PBS014	DP-JAYA	DP PEMBANGUNAN JAYA	CR	PF	AC	+	10000000000
19/12/2019	SRBNINIDJA	PBS014	DP.OTSUKA	DP PT OTSUKA INDONESIA	CR	PF	AC	+	1000000000
19/12/2019	SRBNINIDJA	PBS014	KAL-PRIM	DP KALTIM PRIMA COAL	CR	PF	AC	+	48023000000
19/12/2019	SRBNINIDJA	PBS015	170223630001	PT Asuransi Askrida Syariah	CR	IS	AC	+	5000000000
19/12/2019	SRBNINIDJA	PBS015	160207630001	REKSA DANA INSIGHT BRIGHT (I-BRIGHT)	CR	MF	AC	+	45000000000
19/12/2019	SRBNINIDJA	PBS015	180229030001	RD INSIGHT TUNAS BANGSA BALANCED FUND 2 (I-NEXT G 2)	CR	MF	AC	+	1623000000
19/12/2019	SRBNINIDJA	PBS015	1100036913	DP. UNMUH MALANG	CR	PF	AC	+	3000000000
19/12/2019	SRBNINIDJA	PBS015	180227230001	KPD MANULIFE S/A DP FREEPORT INDO	CR	PF	AC	+	78000000000
19/12/2019	SRBNINIDJA	PBS015	DP-SUMBAR	DANA PENSIUN BPD SUMATERA BARAT	CR	PF	AC	+	10143000000
